"","loan_installements_id","installment_number","loan_request_id","installment_amount","due_amount","penalty_accumulated","installment_due_date","penalty_paid","last_payment_date","created_date.x","updated_date","updated_by","extension_due_date","penalty_calculation_date","created_date.y"
"5246",37305,2,35903,25000,0,2000,"2017-07-14 12:00:00",2000,"2017-08-07 00:00:00","2017-05-15 11:35:26","2017-08-07 05:43:14",3,"2017-07-21 12:00:00","2017-08-05 00:11:27","2017-05-15 11:35:26"
"5247",37306,1,35903,25000,0,0,"2017-06-14 12:00:00",0,"2017-06-21 00:00:00","2017-05-15 11:35:26","2017-06-21 03:40:31",3,"2017-06-21 12:00:00",NA,"2017-05-15 11:35:26"
"5248",37319,2,35917,11666,0,0,"2017-07-14 12:00:01",0,"2017-07-14 00:00:00","2017-05-15 12:00:09","2017-07-14 03:40:53",3,"2017-07-21 12:00:01",NA,"2017-05-15 12:00:09"
"5249",37320,1,35917,11666,0,700,"2017-06-14 12:00:01",700,"2017-06-30 00:00:00","2017-05-15 12:00:09","2017-06-30 10:41:40",3,"2017-06-21 12:00:01","2017-06-29 00:11:16","2017-05-15 12:00:09"
"5250",37321,3,35917,11668,0,0,"2017-08-13 12:00:01",0,"2017-08-03 00:00:00","2017-05-15 12:00:09","2017-08-04 09:37:53",3,"2017-08-20 12:00:01",NA,"2017-05-15 12:00:09"
"5251",37376,2,35968,11666,0,0,"2017-07-14 12:00:01",0,"2017-05-30 00:00:00","2017-05-15 16:12:55","2017-05-30 09:40:36",3,"2017-07-21 12:00:01",NA,"2017-05-15 16:12:54"
"5252",37377,3,35968,11668,0,0,"2017-08-13 12:00:01",0,"2017-05-30 00:00:00","2017-05-15 16:12:55","2017-05-30 09:40:36",3,"2017-08-20 12:00:01",NA,"2017-05-15 16:12:54"
"5253",37378,1,35968,11666,0,0,"2017-06-14 12:00:01",0,"2017-05-30 00:00:00","2017-05-15 16:12:55","2017-05-30 09:40:36",3,"2017-06-21 12:00:01",NA,"2017-05-15 16:12:54"
"5254",37400,2,35987,16666,0,0,"2017-07-15 12:00:01",0,"2017-07-15 00:00:00","2017-05-16 04:30:34","2017-07-15 10:40:56",3,"2017-07-22 12:00:01",NA,"2017-05-16 04:30:34"
"5255",37401,3,35987,16668,0,0,"2017-08-14 12:00:01",0,"2017-08-14 00:00:00","2017-05-16 04:30:34","2017-08-14 06:43:43",3,"2017-08-21 12:00:01",NA,"2017-05-16 04:30:34"
"5256",37402,1,35987,16666,0,0,"2017-06-15 12:00:01",0,"2017-06-15 00:00:00","2017-05-16 04:30:34","2017-06-15 09:40:37",3,"2017-06-22 12:00:01",NA,"2017-05-16 04:30:34"
"5257",37463,3,36048,8334,0,0,"2017-08-14 12:00:00",0,"2017-07-15 00:00:00","2017-05-16 07:42:53","2017-07-15 05:41:10",3,"2017-08-21 12:00:00",NA,"2017-05-16 07:42:53"
"5258",37464,1,36048,8333,0,0,"2017-06-15 12:00:00",0,"2017-06-15 00:00:00","2017-05-16 07:42:53","2017-06-15 08:40:34",3,"2017-06-22 12:00:00",NA,"2017-05-16 07:42:53"
"5259",37465,2,36048,8333,0,0,"2017-07-15 12:00:00",0,"2017-07-13 00:00:00","2017-05-16 07:42:53","2017-07-13 08:41:13",3,"2017-07-22 12:00:00",NA,"2017-05-16 07:42:53"
"5260",37493,3,36078,8334,0,0,"2017-08-14 12:00:00",0,"2017-08-11 00:00:00","2017-05-16 09:41:45","2017-08-11 05:43:24",3,"2017-08-21 12:00:00",NA,"2017-05-16 09:41:45"
"5261",37494,2,36078,8333,0,0,"2017-07-15 12:00:00",0,"2017-07-14 00:00:00","2017-05-16 09:41:45","2017-07-14 07:41:35",3,"2017-07-22 12:00:00",NA,"2017-05-16 09:41:45"
"5262",37495,1,36078,8333,0,0,"2017-06-15 12:00:00",0,"2017-06-14 00:00:00","2017-05-16 09:41:45","2017-06-14 07:40:32",3,"2017-06-22 12:00:00",NA,"2017-05-16 09:41:45"
"5263",37520,2,36096,28333,0,0,"2017-07-15 12:00:01",0,"2017-07-19 00:00:00","2017-05-16 10:43:58","2017-07-19 07:41:39",3,"2017-07-22 12:00:01",NA,"2017-05-16 10:43:58"
"5264",37521,1,36096,28333,0,1133,"2017-06-15 12:00:01",1133,"2017-06-23 00:00:00","2017-05-16 10:43:58","2017-06-23 09:40:58",3,"2017-06-22 12:00:01","2017-06-23 00:11:15","2017-05-16 10:43:58"
"5265",37522,3,36096,28334,0,0,"2017-08-14 12:00:01",0,"2017-07-19 00:00:00","2017-05-16 10:43:58","2017-07-19 07:41:39",3,"2017-08-21 12:00:01",NA,"2017-05-16 10:43:58"
"5266",37535,3,36109,20000,0,0,"2017-08-14 12:00:01",0,"2017-08-08 00:00:00","2017-05-16 11:14:48","2017-08-08 04:44:26",3,"2017-08-21 12:00:01",NA,"2017-05-16 11:14:48"
"5267",37536,1,36109,20000,0,0,"2017-06-15 12:00:01",0,"2017-06-14 00:00:00","2017-05-16 11:14:48","2017-06-14 04:40:44",3,"2017-06-22 12:00:01",NA,"2017-05-16 11:14:48"
"5268",37537,2,36109,20000,0,0,"2017-07-15 12:00:01",0,"2017-07-12 00:00:00","2017-05-16 11:14:48","2017-07-12 05:41:07",3,"2017-07-22 12:00:01",NA,"2017-05-16 11:14:48"
"5269",37580,2,36132,10000,0,0,"2017-07-15 12:00:01",0,"2017-06-23 00:00:00","2017-05-16 12:42:32","2017-06-23 06:40:41",3,"2017-07-22 12:00:01",NA,"2017-05-16 12:42:32"
"5270",37581,1,36132,10000,0,0,"2017-06-15 12:00:01",0,"2017-06-22 00:00:00","2017-05-16 12:42:32","2017-06-22 06:40:37",3,"2017-06-22 12:00:01",NA,"2017-05-16 12:42:32"
"5271",37582,3,36132,10000,0,0,"2017-08-14 12:00:01",0,"2017-06-23 00:00:00","2017-05-16 12:42:32","2017-06-23 06:40:41",3,"2017-08-21 12:00:01",NA,"2017-05-16 12:42:32"
"5272",37622,3,36175,15000,0,900,"2017-08-15 12:00:01",900,"2017-12-04 00:00:00","2017-05-17 04:55:49","2017-12-04 04:45:35",3,"2017-08-22 12:00:01","2017-08-30 00:11:34","2017-05-17 04:55:48"
"5273",37623,2,36175,15000,0,600,"2017-07-16 12:00:01",600,"2017-07-25 00:00:00","2017-05-17 04:55:49","2017-07-25 03:40:49",3,"2017-07-23 12:00:01","2017-07-24 00:11:31","2017-05-17 04:55:48"
"5274",37624,1,36175,15000,0,0,"2017-06-16 12:00:01",0,"2017-06-17 00:00:00","2017-05-17 04:55:49","2017-06-17 06:40:44",3,"2017-06-23 12:00:01",NA,"2017-05-17 04:55:48"
"5275",37640,2,36192,15000,0,1800,"2017-07-16 12:00:01",1800,"2017-08-22 00:00:00","2017-05-17 06:46:31","2017-08-22 07:43:25",3,"2017-07-23 12:00:01","2017-08-21 00:11:35","2017-05-17 06:46:31"
"5276",37641,1,36192,15000,0,3000,"2017-06-16 12:00:01",3000,"2017-08-22 00:00:00","2017-05-17 06:46:31","2017-08-22 07:43:25",3,"2017-06-23 12:00:01","2017-08-19 00:11:34","2017-05-17 06:46:31"
"5277",37642,3,36192,15000,0,0,"2017-08-15 12:00:01",0,"2017-08-22 00:00:00","2017-05-17 06:46:31","2017-08-22 07:43:25",3,"2017-08-22 12:00:01",NA,"2017-05-17 06:46:31"
"5278",37655,3,36204,11668,0,0,"2017-08-15 12:00:01",0,"2017-06-19 00:00:00","2017-05-17 07:25:07","2017-06-19 09:41:19",3,"2017-08-22 12:00:01",NA,"2017-05-17 07:25:07"
"5279",37656,1,36204,11666,0,0,"2017-06-16 12:00:01",0,"2017-06-19 00:00:00","2017-05-17 07:25:07","2017-06-19 09:41:19",3,"2017-06-23 12:00:01",NA,"2017-05-17 07:25:07"
"5280",37657,2,36204,11666,0,0,"2017-07-16 12:00:01",0,"2017-06-19 00:00:00","2017-05-17 07:25:07","2017-06-19 09:41:19",3,"2017-07-23 12:00:01",NA,"2017-05-17 07:25:07"
"5281",37673,3,36221,18334,0,0,"2017-08-15 12:00:01",0,"2017-08-14 00:00:00","2017-05-17 08:44:15","2017-08-14 13:43:16",3,"2017-08-22 12:00:01",NA,"2017-05-17 08:44:15"
"5282",37674,2,36221,18333,0,0,"2017-07-16 12:00:01",0,"2017-07-17 00:00:00","2017-05-17 08:44:15","2017-07-17 09:41:36",3,"2017-07-23 12:00:01",NA,"2017-05-17 08:44:15"
"5283",37675,1,36221,18333,0,0,"2017-06-16 12:00:01",0,"2017-06-15 00:00:00","2017-05-17 08:44:15","2017-06-15 09:40:42",3,"2017-06-23 12:00:01",NA,"2017-05-17 08:44:15"
"5284",37694,2,36233,13333,0,0,"2017-07-16 12:00:00",0,"2017-07-19 00:00:00","2017-05-17 09:19:04","2017-07-19 12:41:27",3,"2017-07-23 12:00:00",NA,"2017-05-17 09:19:04"
"5285",37695,1,36233,13333,0,0,"2017-06-16 12:00:00",0,"2017-06-15 00:00:00","2017-05-17 09:19:04","2017-06-15 09:40:55",3,"2017-06-23 12:00:00",NA,"2017-05-17 09:19:04"
"5286",37696,3,36233,13334,0,0,"2017-08-15 12:00:00",0,"2017-08-14 00:00:00","2017-05-17 09:19:04","2017-08-14 09:49:23",3,"2017-08-22 12:00:00",NA,"2017-05-17 09:19:04"
"5287",37709,3,36246,8334,0,0,"2017-08-15 12:00:00",0,"2017-06-15 00:00:00","2017-05-17 09:43:09","2017-06-15 11:40:45",3,"2017-08-22 12:00:00",NA,"2017-05-17 09:43:09"
"5288",37710,2,36246,8333,0,0,"2017-07-16 12:00:00",0,"2017-06-15 00:00:00","2017-05-17 09:43:09","2017-06-15 11:40:45",3,"2017-07-23 12:00:00",NA,"2017-05-17 09:43:09"
"5289",37711,1,36246,8333,0,0,"2017-06-16 12:00:00",0,"2017-06-15 00:00:00","2017-05-17 09:43:09","2017-06-15 11:40:45",3,"2017-06-23 12:00:00",NA,"2017-05-17 09:43:09"
"5290",37844,2,36345,36666,0,0,"2017-07-17 12:00:00",0,"2017-07-24 00:00:00","2017-05-18 04:18:29","2017-07-24 10:42:48",3,"2017-07-24 12:00:00",NA,"2017-05-18 04:18:29"
"5291",37845,1,36345,36666,0,0,"2017-06-17 12:00:00",0,"2017-06-23 00:00:00","2017-05-18 04:18:29","2017-06-23 12:40:51",3,"2017-06-24 12:00:00",NA,"2017-05-18 04:18:29"
"5292",37846,3,36345,36668,0,0,"2017-08-16 12:00:00",0,"2017-08-22 00:00:00","2017-05-18 04:18:29","2017-08-22 07:43:26",3,"2017-08-23 12:00:00",NA,"2017-05-18 04:18:29"
"5293",38120,2,36535,15000,0,0,"2017-07-17 12:00:00",0,"2017-07-15 00:00:00","2017-05-18 11:47:33","2017-07-15 04:41:16",3,"2017-07-24 12:00:00",NA,"2017-05-18 11:47:33"
"5294",38121,1,36535,15000,0,0,"2017-06-17 12:00:00",0,"2017-06-14 00:00:00","2017-05-18 11:47:33","2017-06-14 12:40:33",3,"2017-06-24 12:00:00",NA,"2017-05-18 11:47:33"
"5295",38122,3,36535,15000,0,0,"2017-08-16 12:00:00",0,"2017-08-14 00:00:00","2017-05-18 11:47:33","2017-08-14 13:43:18",3,"2017-08-23 12:00:00",NA,"2017-05-18 11:47:33"
"5296",38198,1,36582,10000,0,0,"2017-06-17 12:00:01",0,"2017-06-06 00:00:00","2017-05-18 13:47:41","2017-06-06 07:41:03",3,"2017-06-24 12:00:01",NA,"2017-05-18 13:47:41"
"5297",38199,3,36582,10000,0,0,"2017-08-16 12:00:01",0,"2017-08-01 00:00:00","2017-05-18 13:47:41","2017-08-01 14:44:27",3,"2017-08-23 12:00:01",NA,"2017-05-18 13:47:41"
"5298",38200,2,36582,10000,0,0,"2017-07-17 12:00:01",0,"2017-07-05 00:00:00","2017-05-18 13:47:41","2017-07-05 08:41:15",3,"2017-07-24 12:00:01",NA,"2017-05-18 13:47:41"
"5299",38201,3,36595,15000,0,0,"2017-08-16 12:00:01",0,"2017-07-01 00:00:00","2017-05-18 14:57:49","2017-07-01 07:42:17",3,"2017-08-23 12:00:01",NA,"2017-05-18 14:57:49"
"5300",38202,2,36595,15000,0,0,"2017-07-17 12:00:01",0,"2017-07-01 00:00:00","2017-05-18 14:57:49","2017-07-01 07:42:17",3,"2017-07-24 12:00:01",NA,"2017-05-18 14:57:49"
"5301",38203,1,36595,15000,0,600,"2017-06-17 12:00:01",600,"2017-07-01 00:00:00","2017-05-18 14:57:49","2017-07-01 07:42:17",3,"2017-06-24 12:00:01","2017-06-25 00:11:16","2017-05-18 14:57:49"
"5302",38453,1,36782,25000,0,1500,"2017-06-18 12:00:00",1500,"2017-07-07 00:00:00","2017-05-19 14:56:04","2017-07-07 05:41:24",3,"2017-06-25 12:00:00","2017-07-03 00:11:25","2017-05-19 14:56:04"
"5303",38454,3,36782,25000,0,1000,"2017-08-17 12:00:00",1000,"2017-08-31 00:00:00","2017-05-19 14:56:04","2017-08-31 06:44:20",3,"2017-08-24 12:00:00","2017-08-25 00:11:34","2017-05-19 14:56:04"
"5304",38455,2,36782,25000,0,3500,"2017-07-18 12:00:00",3500,"2017-08-30 00:00:00","2017-05-19 14:56:04","2017-08-30 09:44:28",3,"2017-07-25 12:00:00","2017-08-30 00:11:35","2017-05-19 14:56:04"
"5305",38477,1,36803,13333,0,533,"2017-06-19 12:00:00",533,"2017-09-15 00:00:00","2017-05-20 03:48:37","2017-09-15 09:43:12",3,"2017-06-26 12:00:00","2017-06-27 00:11:17","2017-05-20 03:48:37"
"5306",38478,3,36803,13334,0,1362,"2017-08-18 12:00:00",1362,"2017-10-17 00:00:00","2017-05-20 03:48:37","2017-10-17 03:45:04",3,"2017-08-25 12:00:00","2017-10-14 00:11:40","2017-05-20 03:48:37"
"5307",38479,2,36803,13333,0,2402,"2017-07-19 12:00:00",2402,"2017-09-15 00:00:00","2017-05-20 03:48:37","2017-09-15 09:43:12",3,"2017-07-26 12:00:00","2017-09-14 00:11:39","2017-05-20 03:48:37"
"5308",38558,3,36863,8334,8334,5510,"2017-08-18 12:00:00",0,NA,"2017-05-20 08:57:52","2018-03-31 00:32:33",32036,"2017-08-25 12:00:00","2018-03-31 00:32:33","2017-05-20 08:57:52"
"5309",38559,2,36863,8333,8333,6345,"2017-07-19 12:00:00",0,NA,"2017-05-20 08:57:52","2018-04-05 00:32:31",32036,"2017-07-26 12:00:00","2018-04-05 00:32:31","2017-05-20 08:57:52"
"5310",38560,1,36863,8333,8333,7013,"2017-06-19 12:00:00",0,NA,"2017-05-20 08:57:52","2018-04-03 00:32:35",32036,"2017-06-26 12:00:00","2018-04-03 00:32:35","2017-05-20 08:57:52"
"5311",38585,1,36878,18333,0,0,"2017-06-19 12:00:00",0,"2017-06-19 00:00:00","2017-05-20 09:49:07","2017-06-19 08:40:55",3,"2017-06-26 12:00:00",NA,"2017-05-20 09:49:07"
"5312",38586,2,36878,18333,0,0,"2017-07-19 12:00:00",0,"2017-07-10 00:00:00","2017-05-20 09:49:07","2017-07-10 07:41:53",3,"2017-07-26 12:00:00",NA,"2017-05-20 09:49:07"
"5313",38587,3,36878,18334,0,0,"2017-08-18 12:00:00",0,"2017-07-10 00:00:00","2017-05-20 09:49:07","2017-07-10 07:41:53",3,"2017-08-25 12:00:00",NA,"2017-05-20 09:49:07"
"5314",38669,2,36946,15000,0,900,"2017-07-20 12:00:00",900,"2017-08-05 00:00:00","2017-05-21 03:58:17","2017-08-05 08:42:42",3,"2017-07-27 12:00:00","2017-08-04 00:11:24","2017-05-21 03:58:17"
"5315",38670,3,36946,15000,0,600,"2017-08-19 12:00:00",600,"2017-09-01 00:00:00","2017-05-21 03:58:17","2017-09-01 03:46:41",3,"2017-08-26 12:00:00","2017-08-27 00:11:29","2017-05-21 03:58:17"
"5316",38671,1,36946,15000,0,900,"2017-06-20 12:00:00",900,"2017-07-10 00:00:00","2017-05-21 03:58:17","2017-07-10 04:41:32",3,"2017-06-27 12:00:00","2017-07-05 00:11:18","2017-05-21 03:58:17"
"5317",39149,1,37350,23333,0,0,"2017-06-22 12:00:01",0,"2017-06-23 00:00:00","2017-05-23 14:57:59","2017-06-23 12:40:52",3,"2017-06-29 12:00:01",NA,"2017-05-23 14:57:59"
"5318",39150,3,37350,23334,0,0,"2017-08-21 12:00:01",0,"2017-08-18 00:00:00","2017-05-23 14:57:59","2017-08-18 08:42:47",3,"2017-08-28 12:00:01",NA,"2017-05-23 14:57:59"
"5319",39151,2,37350,23333,0,0,"2017-07-22 12:00:01",0,"2017-07-24 00:00:00","2017-05-23 14:57:59","2017-07-24 04:41:24",3,"2017-07-29 12:00:01",NA,"2017-05-23 14:57:59"
"5320",39155,3,37353,11668,0,0,"2017-08-21 12:00:01",0,"2017-08-07 00:00:00","2017-05-23 15:00:48","2017-08-07 07:43:43",3,"2017-08-28 12:00:01",NA,"2017-05-23 15:00:48"
"5321",39156,1,37353,11666,0,467,"2017-06-22 12:00:01",467,"2017-06-30 00:00:00","2017-05-23 15:00:48","2017-06-30 12:15:19",3,"2017-06-29 12:00:01","2017-06-30 00:11:17","2017-05-23 15:00:48"
"5322",39157,2,37353,11666,0,0,"2017-07-22 12:00:01",0,"2017-07-12 00:00:00","2017-05-23 15:00:48","2017-07-12 13:40:46",3,"2017-07-29 12:00:01",NA,"2017-05-23 15:00:48"
"5323",39164,2,37358,23333,0,0,"2017-07-22 12:00:01",0,"2017-07-24 00:00:00","2017-05-23 15:20:15","2017-07-24 11:41:01",3,"2017-07-29 12:00:01",NA,"2017-05-23 15:20:15"
"5324",39165,1,37358,23333,0,1400,"2017-06-22 12:00:01",1400,"2017-07-19 00:00:00","2017-05-23 15:20:15","2017-07-19 08:41:32",3,"2017-06-29 12:00:01","2017-07-07 00:11:18","2017-05-23 15:20:15"
"5325",39166,3,37358,23334,0,0,"2017-08-21 12:00:01",0,"2017-08-09 00:00:00","2017-05-23 15:20:15","2017-08-09 12:42:54",3,"2017-08-28 12:00:01",NA,"2017-05-23 15:20:15"
"5326",39260,1,37424,16666,0,0,"2017-06-23 12:00:01",0,"2017-06-22 00:00:00","2017-05-24 05:27:28","2017-06-22 10:40:41",3,"2017-06-30 12:00:01",NA,"2017-05-24 05:27:28"
"5327",39261,2,37424,16666,0,0,"2017-07-23 12:00:01",0,"2017-07-28 00:00:00","2017-05-24 05:27:28","2017-07-28 04:41:05",3,"2017-07-30 12:00:01",NA,"2017-05-24 05:27:28"
"5328",39262,3,37424,16668,0,0,"2017-08-22 12:00:01",0,"2017-08-09 00:00:00","2017-05-24 05:27:28","2017-08-09 12:42:47",3,"2017-08-29 12:00:01",NA,"2017-05-24 05:27:28"
"5329",39278,3,37430,23334,0,0,"2017-08-22 12:00:01",0,"2017-08-21 00:00:00","2017-05-24 05:44:03","2017-08-21 07:43:22",3,"2017-08-29 12:00:01",NA,"2017-05-24 05:44:03"
"5330",39279,1,37430,23333,0,0,"2017-06-23 12:00:01",0,"2017-06-22 00:00:00","2017-05-24 05:44:03","2017-06-22 07:40:38",3,"2017-06-30 12:00:01",NA,"2017-05-24 05:44:03"
"5331",39280,2,37430,23333,0,0,"2017-07-23 12:00:01",0,"2017-07-21 00:00:00","2017-05-24 05:44:03","2017-07-21 08:40:59",3,"2017-07-30 12:00:01",NA,"2017-05-24 05:44:03"
"5332",39335,1,37473,33333,0,0,"2017-06-23 12:00:01",0,"2017-06-16 00:00:00","2017-05-24 07:08:36","2017-06-16 14:40:37",3,"2017-06-30 12:00:01",NA,"2017-05-24 07:08:36"
"5333",39336,2,37473,33333,0,0,"2017-07-23 12:00:01",0,"2017-07-18 00:00:00","2017-05-24 07:08:36","2017-07-18 06:41:05",3,"2017-07-30 12:00:01",NA,"2017-05-24 07:08:36"
"5334",39337,3,37473,33334,0,0,"2017-08-22 12:00:01",0,"2017-08-07 00:00:00","2017-05-24 07:08:36","2017-08-07 12:43:12",3,"2017-08-29 12:00:01",NA,"2017-05-24 07:08:36"
"5335",39416,3,37543,33334,0,0,"2017-08-22 12:00:01",0,"2017-08-21 00:00:00","2017-05-24 10:45:05","2017-08-21 12:42:54",3,"2017-08-29 12:00:01",NA,"2017-05-24 10:45:05"
"5336",39417,2,37543,33333,0,0,"2017-07-23 12:00:01",0,"2017-07-24 00:00:00","2017-05-24 10:45:05","2017-07-24 05:41:34",3,"2017-07-30 12:00:01",NA,"2017-05-24 10:45:05"
"5337",39418,1,37543,33333,0,0,"2017-06-23 12:00:01",0,"2017-06-23 00:00:00","2017-05-24 10:45:05","2017-06-23 09:40:29",3,"2017-06-30 12:00:01",NA,"2017-05-24 10:45:05"
"5338",39419,2,37548,36666,0,0,"2017-07-23 12:00:01",0,"2017-07-24 00:00:00","2017-05-24 11:00:54","2017-07-24 09:41:52",3,"2017-07-30 12:00:01",NA,"2017-05-24 11:00:54"
"5339",39420,3,37548,36668,0,0,"2017-08-22 12:00:01",0,"2017-07-24 00:00:00","2017-05-24 11:00:54","2017-07-24 09:41:52",3,"2017-08-29 12:00:01",NA,"2017-05-24 11:00:54"
"5340",39421,1,37548,36666,0,1467,"2017-06-23 12:00:01",1467,"2017-07-04 00:00:00","2017-05-24 11:00:54","2017-07-04 04:41:01",3,"2017-06-30 12:00:01","2017-07-01 00:11:20","2017-05-24 11:00:54"
"5341",39479,1,37586,11666,0,0,"2017-06-23 12:00:00",0,"2017-06-30 00:00:00","2017-05-24 12:36:32","2017-06-30 11:41:26",3,"2017-06-30 12:00:00",NA,"2017-05-24 12:36:32"
"5342",39480,3,37586,11668,0,0,"2017-08-22 12:00:00",0,"2017-08-16 00:00:00","2017-05-24 12:36:32","2017-08-16 09:43:32",3,"2017-08-29 12:00:00",NA,"2017-05-24 12:36:32"
"5343",39481,2,37586,11666,0,467,"2017-07-23 12:00:00",467,"2017-07-31 00:00:00","2017-05-24 12:36:32","2017-07-31 11:42:13",3,"2017-07-30 12:00:00","2017-07-31 00:11:35","2017-05-24 12:36:32"
"5344",39530,3,37619,11668,0,0,"2017-08-22 12:00:00",0,"2017-08-23 00:00:00","2017-05-24 14:04:27","2017-08-23 07:43:16",3,"2017-08-29 12:00:00",NA,"2017-05-24 14:04:27"
"5345",39531,2,37619,11666,0,0,"2017-07-23 12:00:00",0,"2017-07-25 00:00:00","2017-05-24 14:04:27","2017-07-25 05:41:15",3,"2017-07-30 12:00:00",NA,"2017-05-24 14:04:27"
"5346",39532,1,37619,11666,0,0,"2017-06-23 12:00:00",0,"2017-06-23 00:00:00","2017-05-24 14:04:27","2017-06-23 05:40:34",3,"2017-06-30 12:00:00",NA,"2017-05-24 14:04:27"
"5347",39605,3,37667,13334,0,0,"2017-08-23 12:00:00",0,"2017-08-04 00:00:00","2017-05-25 04:28:00","2017-08-04 09:41:12",3,"2017-08-30 12:00:00",NA,"2017-05-25 04:28:00"
"5348",39606,2,37667,13333,0,0,"2017-07-24 12:00:00",0,"2017-07-29 00:00:00","2017-05-25 04:28:00","2017-07-29 10:41:15",3,"2017-07-31 12:00:00",NA,"2017-05-25 04:28:00"
"5349",39607,1,37667,13333,0,0,"2017-06-24 12:00:00",0,"2017-06-30 00:00:00","2017-05-25 04:28:00","2017-06-30 10:41:03",3,"2017-07-01 12:00:00",NA,"2017-05-25 04:28:00"
"5350",39647,3,37694,33334,0,0,"2017-08-23 12:00:01",0,"2017-08-22 00:00:00","2017-05-25 05:27:26","2017-08-22 09:43:30",3,"2017-08-30 12:00:01",NA,"2017-05-25 05:27:26"
"5351",39648,1,37694,33333,0,0,"2017-06-24 12:00:01",0,"2017-06-29 00:00:00","2017-05-25 05:27:26","2017-06-29 14:40:39",3,"2017-07-01 12:00:01",NA,"2017-05-25 05:27:26"
"5352",39649,2,37694,33333,0,0,"2017-07-24 12:00:01",0,"2017-07-25 00:00:00","2017-05-25 05:27:26","2017-07-25 11:41:21",3,"2017-07-31 12:00:01",NA,"2017-05-25 05:27:26"
"5353",39713,2,37746,8333,0,0,"2017-07-24 12:00:01",0,"2017-07-24 00:00:00","2017-05-25 07:33:09","2017-07-24 05:41:28",3,"2017-07-31 12:00:01",NA,"2017-05-25 07:33:09"
"5354",39714,1,37746,8333,0,0,"2017-06-24 12:00:01",0,"2017-06-22 00:00:00","2017-05-25 07:33:09","2017-06-22 08:40:42",3,"2017-07-01 12:00:01",NA,"2017-05-25 07:33:09"
"5355",39715,3,37746,8334,0,0,"2017-08-23 12:00:01",0,"2017-08-21 00:00:00","2017-05-25 07:33:09","2017-08-21 10:43:07",3,"2017-08-30 12:00:01",NA,"2017-05-25 07:33:09"
"5356",39806,3,37813,11668,0,0,"2017-08-23 12:00:01",0,"2017-08-22 00:00:00","2017-05-25 11:21:10","2017-08-22 04:42:48",3,"2017-08-30 12:00:01",NA,"2017-05-25 11:21:10"
"5357",39807,2,37813,11666,0,0,"2017-07-24 12:00:01",0,"2017-07-31 00:00:00","2017-05-25 11:21:10","2017-07-31 07:40:59",3,"2017-07-31 12:00:01",NA,"2017-05-25 11:21:10"
"5358",39808,1,37813,11666,0,0,"2017-06-24 12:00:01",0,"2017-06-30 00:00:00","2017-05-25 11:21:10","2017-06-30 11:42:37",3,"2017-07-01 12:00:01",NA,"2017-05-25 11:21:10"
"5359",39848,3,37837,21668,0,0,"2017-08-23 12:00:00",0,"2017-08-31 00:00:00","2017-05-25 12:29:19","2017-08-31 12:43:57",3,"2017-08-30 12:00:00",NA,"2017-05-25 12:29:19"
"5360",39849,1,37837,21666,0,0,"2017-06-24 12:00:00",0,"2017-07-01 00:00:00","2017-05-25 12:29:19","2017-07-01 08:40:56",3,"2017-07-01 12:00:00",NA,"2017-05-25 12:29:19"
"5361",39850,2,37837,21666,0,0,"2017-07-24 12:00:00",0,"2017-07-25 00:00:00","2017-05-25 12:29:19","2017-07-25 04:40:57",3,"2017-07-31 12:00:00",NA,"2017-05-25 12:29:19"
"5362",39899,3,37890,8334,0,0,"2017-08-24 12:00:01",0,"2017-08-29 00:00:00","2017-05-26 04:52:55","2017-08-29 09:43:06",3,"2017-08-31 12:00:01",NA,"2017-05-26 04:52:55"
"5363",39900,1,37890,8333,0,333,"2017-06-25 12:00:01",333,"2017-07-19 00:00:00","2017-05-26 04:52:55","2017-07-19 11:41:20",3,"2017-07-02 12:00:01","2017-07-03 00:11:25","2017-05-26 04:52:55"
"5364",39901,2,37890,8333,0,0,"2017-07-25 12:00:01",0,"2017-07-24 00:00:00","2017-05-26 04:52:55","2017-07-24 11:41:31",3,"2017-08-01 12:00:01",NA,"2017-05-26 04:52:55"
"5365",39917,3,37917,8334,0,0,"2017-08-24 12:00:01",0,"2017-08-24 00:00:00","2017-05-26 06:34:05","2017-08-24 03:43:13",3,"2017-08-31 12:00:01",NA,"2017-05-26 06:34:05"
"5366",39918,2,37917,8333,0,0,"2017-07-25 12:00:01",0,"2017-07-24 00:00:00","2017-05-26 06:34:05","2017-07-24 13:40:56",3,"2017-08-01 12:00:01",NA,"2017-05-26 06:34:05"
"5367",39919,1,37917,8333,0,0,"2017-06-25 12:00:01",0,"2017-06-19 00:00:00","2017-05-26 06:34:05","2017-06-19 11:40:31",3,"2017-07-02 12:00:01",NA,"2017-05-26 06:34:05"
"5368",39968,1,37950,21666,0,0,"2017-06-25 12:00:00",0,"2017-06-22 00:00:00","2017-05-26 07:51:11","2017-06-22 05:40:36",3,"2017-07-02 12:00:00",NA,"2017-05-26 07:51:11"
"5369",39969,3,37950,21668,0,0,"2017-08-24 12:00:00",0,"2017-07-31 00:00:00","2017-05-26 07:51:11","2017-07-31 06:41:28",3,"2017-08-31 12:00:00",NA,"2017-05-26 07:51:11"
"5370",39970,2,37950,21666,0,0,"2017-07-25 12:00:00",0,"2017-07-24 00:00:00","2017-05-26 07:51:11","2017-07-24 04:40:57",3,"2017-08-01 12:00:00",NA,"2017-05-26 07:51:11"
